text_original,video_source,text_clean,sentiment
"Kenyataannya coach STY membawa perubahan dan kemajuan yang pesat buat timnas Indonesia..beliau pergi dengan nama yang harum..thanks coach...buat semua pendukung timnas..4 sisa pertandingan terakhir ayo bersatu..berdoa bersama..jangan justru terpecah..kalo seluruh rakyat indonesia bersatu berdoa...lolos piala dunia bukan hal yang mustahil...intinya kita semua ingin Timnas lolos..itu akan semakin sulit jika pendukung terpecah..bukankah bangsa ini berdiri karena persatuan...
 SATU TANAH AIR..SATU KEINGINAN..SATU TUJUAN...AYO BERSATU...",Youtube,kenyataannya coach sty membawa perubahan dan kemajuan yang pesat buat timnas indonesia beliau pergi dengan nama yang harum thanks coach buat semua pendukung timnas sisa pertandingan terakhir ayo bersatu berdoa bersama jangan justru terpecah kalo seluruh rakyat indonesia bersatu berdoa lolos piala dunia bukan hal yang mustahil intinya kita semua ingin timnas lolos itu akan semakin sulit jika pendukung terpecah bukankah bangsa ini berdiri karena persatuan satu tanah air satu keinginan satu tujuan ayo bersatu,positive
"Indonesia itu masyarakatnya paling bahagia di seluruh dunia lho, menurut riset terbaru xixixi",Youtube,indonesia itu masyarakatnya paling bahagia di seluruh dunia lho menurut riset terbaru xixixi,positive
balikin STY,Tiktok,balikin sty,neutral
mending nonton king persib di asiaðŸ¤­,Tiktok,mending nonton king persib di asia,neutral
"humor gue sebatas, ""ini duduk aja"" pelatih gurun gak tuh katanya😭",Youtube,humor saya sebatas ini duduk saja pelatih gurun tidak tuh katanya,neutral
Apapun yg terjadi ttp bela timnas dan thank u STY,Youtube,apapun yang terjadi ttp bela timnas dan thank kamu sty,positive
"Dari bangun jatuh,semoga hasilnya nanti baik juga,Ayo federasi,suporter dukung terus perkembangan bola kita.",Youtube,dari bangun jatuh semoga hasilnya nanti baik juga ayo federasi suporter dukung terus perkembangan bola kita,neutral
andai sty pas Indonesia lawan arab ga menang mungkin Indonesia masih sama sty,Tiktok,andai sty pas indonesia lawan arab tidak menang mungkin indonesia masih sama sty,positive
"Mending cari hobi lain, mumpung masih muda",Youtube,mending cari hobi lain mumpung masih muda,neutral
"Padahal Timnas Indonesia ini juara bertahan di Sea Games 2023, terus pelatihnya masih si Indra Brugman ini loh, terus squad yg di bawa Timnas Indonesia di Sea Games 2023 tdk pakai pemain diaspora sama sekali 😅😅😅 di Sea Games 2025 malah jadi badut",Youtube,padahal timnas indonesia ini juara bertahan di sea games terus pelatihnya masih si indra brugman ini loh terus squad yang di bawa timnas indonesia di sea games tidak pakai pemain diaspora sama sekali di sea games malah jadi badut,positive
Masih ajah kalau ada yang pintar di indonesia pasti di tendang nga heran si itu kerjaan antek antek kompeni 😅,Youtube,masih ajah kalau ada yang pintar di indonesia pasti di tendang nga heran si itu kerjaan antek antek kompeni,neutral
mau dri segi apa pun itu lah indonesia kalau dh seneng bahagia tercapai lupa dn di buang orng yg nemenin dn memperjuangkan nya dri 0,Tiktok,mau dri segi apa pun itu lah indonesia kalau dh seneng bahagia tercapai lupa dn di buang orng yang nemenin dn memperjuangkan nya dri,positive
"Maaf bang, gue berhenti nonton timnas setelah STY diganti,",Youtube,maaf bang saya berhenti nonton timnas setelah sty diganti,neutral
"Memang semua ada resiko pak Erick, perubahan juga ada resiko. Tapi harusnya sebagai profesional lebih bisa ngitung probabilitas apalagi bapak di bidang Bisnis yang banyak menggunakan probabliitas sudah sangat ahli. Mending gagal sama yang berjuang dari awal pak daripada udah ganti pasangan tetep aja gagal",Youtube,memang semua ada resiko pak erick perubahan juga ada resiko tapi harusnya sebagai profesional lebih bisa ngitung probabilitas apalagi bapak di bidang bisnis yang banyak menggunakan probabliitas sudah sangat ahli mending gagal sama yang berjuang dari awal pak daripada sudah ganti pasangan tetep saja gagal,neutral
tertarik sama pelatih yang ekspresif,Youtube,tertarik sama pelatih yang ekspresif,neutral
Menang 2 x lawan China dan Bahrain itu jg menang tipis dan salah 1nya dari penalti,Youtube,menang x lawan china dan bahrain itu jg menang tipis dan salah nya dari penalti,positive
"karma membuang orang yang baik tulus dalam membangun sepakbola Indonesia,",Tiktok,karma membuang orang yang baik tulus dalam membangun sepakbola indonesia,neutral
"Mimin istirahat dulu GPP ko sampe suaranya pulih lagi, (serak basah)",Youtube,mimin istirahat dulu gpp ko sampe suaranya pulih lagi serak basah,neutral
"Jadi pendukung Timnas, Apapun keputusan PSSI Kita hargai, Terima kasih berlimpah untuk coach shin atas fondasi timnas yang sudah bagus,semoga pelatih baru,siapapun itu,lebih baik dan bisa melanjutkan program pelatih shin 🤩🤩🤩",Youtube,jadi pendukung timnas apapun keputusan pssi kita hargai terima kasih berlimpah untuk coach shin atas fondasi timnas yang sudah bagus semoga pelatih baru siapapun itu lebih baik dan bisa melanjutkan program pelatih shin,positive
"Gw heran sumpah masih ada orang yg nyinyir nih pelatih dg segala prestasi yg telah di berikannya seperti semua history jelek terputus semua target tercapai dan di pecat hanya karena gagal aff yg dimana squadnya saja di setujui pssi gila emang, emang negara laknat ga sepakbola ga cabang lain ni negara emang terkutuk untuk maju selamanya berkembang mundur",Youtube,saya heran sumpah masih ada orang yang nyinyir nih pelatih dg segala prestasi yang telah di berikannya seperti semua history jelek terputus semua target tercapai dan di pecat hanya karena gagal aff yang dimana squadnya saja di setujui pssi gila emang emang negara laknat tidak sepakbola tidak cabang lain ni negara emang terkutuk untuk maju selamanya berkembang mundur,negative
We miss STY,Youtube,we miss sty,neutral
Yok mulai saat ini fans bola di indo harus menolak politisi di kepengurusan sepakbola,Youtube,yok mulai saat ini fans bola di indo harus menolak politisi di kepengurusan sepakbola,neutral
"Evaluasi yang penonton kayak saya lihat itu salah satu nya yaitu pemain yang bisa menendang jarak jauh dengan kencang dan akurat, harusnya dari banyak nya pemain indonesia di liga harusnya ada beberapa pemain dengan keahlian khusus tersebut. 
 Nah selain dari itu juga cari pemain dengan keahlian lain, contoh: Penyundul handal kayak bambang pamungkas, penendang bola mati handal kayak patrick wanggai, penendang bola sudut kayak firman utina, pelari kayak octo maniani... dll saya yakin banyak sekali pemain indonesia dengan keahlian seperti itu, hanya saja tidak di cari.",Youtube,evaluasi yang penonton kayak saya lihat itu salah satu nya yaitu pemain yang bisa menendang jarak jauh dengan kencang dan akurat harusnya dari banyak nya pemain indonesia di liga harusnya ada beberapa pemain dengan keahlian khusus tersebut nah selain dari itu juga cari pemain dengan keahlian lain contoh penyundul handal kayak bambang pamungkas penendang bola mati handal kayak patrick wanggai penendang bola sudut kayak firman utina pelari kayak octo maniani dll saya yakin banyak sekali pemain indonesia dengan keahlian seperti itu hanya saja tidak di cari,neutral
"Mimpi atau mimpi yg tidak mungkin jangan terlalu larut dengan STY. 
 STY tidak melahirkan sepakbola Indonesia maju.",Youtube,mimpi atau mimpi yang tidak mungkin jangan terlalu larut dengan sty sty tidak melahirkan sepakbola indonesia maju,neutral
dlu bilang ini tim kpltihan terbaik kok skrg berbeda ya..😂,Youtube,dlu bilang ini tim kpltihan terbaik kok sekarang berbeda ya,positive
Semua gara-gara interview hari natal,Youtube,semua gara gara interview hari natal,neutral
"Saya fikir para petinggi pssi menganggap pemain kita ini sudah tinggi loh, karna bnyak pemain abroad, ya harus menang lah lawan cina dan bahrain, tpi mereka gak noleh dulu pemain kita ini pemain seperti apa, yg kita naturalisasi ini bukan pemain sekelah cr7,messi, mbape dll yg emng sudah gak bsa di omongin lagi, pemain kita banyak yg jadi pemain cadangan walau pun di bermain di eropa, ibarat nya ada bule masuk indonesia padahal di sana cuma tukang bawa kaleng cat nya trus di negara kita di jadi kan tukang cat profesional, perlu di ingat di grop kita tim terlemah secara rank fifa, sekarang dapat posisi 3 di grop sementara aja kita udah hebat bnget loh dengan pemain yg begini dengan pelatih yg begini, tpi y sdh lah mau panjang lebar jg percuma, inti nya semoga pelatih baru bisa bawa angin segar dan cpat beradaptasi dngn pemain dan bawa perubahan yg lebih baik lagi dan sesuai harapan semua masyrakat indonesia,untuk coach sty trimakasih bnyk semoga sukses kedepan nya",Youtube,saya fikir para petinggi pssi menganggap pemain kita ini sudah tinggi loh karna bnyak pemain abroad ya harus menang lah lawan cina dan bahrain tpi mereka tidak noleh dulu pemain kita ini pemain seperti apa yang kita naturalisasi ini bukan pemain sekelah cr messi mbape dll yang emng sudah tidak bsa di omongin lagi pemain kita banyak yang jadi pemain cadangan walau pun di bermain di eropa ibarat nya ada bule masuk indonesia padahal di sana cuma tukang bawa kaleng cat nya trus di negara kita di jadi kan tukang cat profesional perlu di ingat di grop kita tim terlemah secara rank fifa sekarang dapat posisi di grop sementara saja kita sudah hebat bnget loh dengan pemain yang begini dengan pelatih yang begini tpi y sudah lah mau panjang lebar jg percuma inti nya semoga pelatih baru bisa bawa angin segar dan cpat beradaptasi dngn pemain dan bawa perubahan yang lebih baik lagi dan sesuai harapan semua masyrakat indonesia untuk coach sty trimakasih bnyk semoga sukses kedepan nya,positive
thanks STY ðŸ™,Tiktok,thanks sty,positive
Terima kasih sty engkau pahlawan sepak bola Indonesia,Youtube,terima kasih sty engkau pahlawan sepak bola indonesia,positive
STY walaupun belum bisa angkat piala tapi setidaknya bisa masuk kualifikasi AFC dan bersaing di kualifukasi Pildun...kita coba liat kedepannya...😁😁😁 apakah bisa masuk kualifikasi AFC,Youtube,sty walaupun belum bisa angkat piala tapi setidaknya bisa masuk kualifikasi afc dan bersaing di kualifukasi pildun kita coba liat kedepannya apakah bisa masuk kualifikasi afc,neutral
"Terbaik mata siapa,main macam tak makan",Youtube,terbaik mata siapa main macam tidak makan,positive
Orang awam aja bingung. Yg mengganti sty hancur cur. Indra safri salah strategi. Tapi ya TDK separah menir PK.,Youtube,orang awam saja bingung yang mengganti sty hancur cur indra safri salah strategi tapi ya tidak separah menir pk,negative
Mainnya tarkam banget wkwk,Youtube,mainnya tarkam banget haha,negative
Jijik para mafia bola masih bergerombol di badan pssi timnas gabakal maju adanya makin hancur!!!!,Youtube,jijik para mafia bola masih bergerombol di badan pssi timnas gabakal maju adanya makin hancur,negative
"Federasi Psikopat emang, Nyari Pelatih kok yg bisa dimanipulasi 😢
 
 Kayak gini mana pemuja pemuja Pak Erick, yg percaya sama omongan omongan di Pers soal pemecatan STY, Bull Shit!!! Pak Erick tidak Berdaulat masih kalah sama orang2 di sekitarnya yg powerful dan Corrupt",Youtube,federasi psikopat emang nyari pelatih kok yang bisa dimanipulasi kayak gini mana pemuja pemuja pak erick yang percaya sama omongan omongan di pers soal pemecatan sty bull shit pak erick tidak berdaulat masih kalah sama orang di sekitarnya yang powerful dan corrupt,negative
Target sty kan rank 100 ya 😂😂😂😂😂,Youtube,target sty kan rank ya,neutral
Mainnya tarkam banget wkwk,Youtube,mainnya tarkam banget haha,negative
Towel senyum bahagia,Youtube,towel senyum bahagia,positive
Pertahankan sapri kiamat,Youtube,pertahankan sapri kiamat,neutral
sedih bgt demi ungerrrrrrðŸ˜­ðŸ˜­,Tiktok,sedih banget demi ungerrrrrr,negative
"Pada intinya pergantian pelatih bukannya menjadi nilai plus malah minus dari segi taktik ataupun permainan yg tidak stabil entah dari formasi serta starting line up pemain yg sering konyol, padahal kualitas pemain kita lebih baik dari sebelumnya' sangat mampu bersaing untuk kelas asia tuk lolos piala dunia.
 
 Permasalahan non teknis sepertinya sangat fatal ada aktor/kelompok yg tdk ingin sepak bola Indonesia maju terutama tim nasional nya.",Youtube,pada intinya pergantian pelatih bukannya menjadi nilai plus malah minus dari segi taktik ataupun permainan yang tidak stabil entah dari formasi serta starting line up pemain yang sering konyol padahal kualitas pemain kita lebih baik dari sebelumnya sangat mampu bersaing untuk kelas asia tuk lolos piala dunia permasalahan non teknis sepertinya sangat fatal ada aktor kelompok yang tidak ingin sepak bola indonesia maju terutama tim nasional nya,neutral
Para petinggi pssi senang lihat hoky main di banding raven,Youtube,para petinggi pssi senang lihat hoky main di banding raven,neutral
"Sang juara bertahan,,,yg target nya perak😂😂😂😢😢😢",Youtube,sang juara bertahan yang target nya perak,positive
ya klau ditinggalin sukses.. mala dihncurkan petrick...,Tiktok,ya klau ditinggalin sukses mala dihncurkan petrick,positive
"jangan ikuti koci ambil pelatih mana, nanti blunder lagi 🤣",Youtube,jangan ikuti koci ambil pelatih mana nanti blunder lagi,neutral
Mantan pelatih Vietnam bagus,Youtube,mantan pelatih vietnam bagus,positive
mana nih yang bilang indo bakal main keren pakai total football ðŸ—¿,Tiktok,mana nih yang bilang indo bakal main keren pakai total football,positive
"Bung Sjafri, Bung Sinulingga .. Tidak ada yang lebih buruk timbang hancurnya kepercayaan dalam benak jutaan warga negara.",Youtube,bung sjafri bung sinulingga tidak ada yang lebih buruk timbang hancurnya kepercayaan dalam benak jutaan warga negara,negative
"Kesalahan Kluivert adalah bereksperimen saat pertandingan penting, Kalo kita kalah dengan formasi 5 bek yang sudah lama dipakai, saya kira itu itu sudah maksimal dan bisa diterima tapi ini kalahnya karena eksperimen bodoh pelatihnya",Youtube,kesalahan kluivert adalah bereksperimen saat pertandingan penting kalo kita kalah dengan formasi bek yang sudah lama dipakai saya kira itu itu sudah maksimal dan bisa diterima tapi ini kalahnya karena eksperimen bodoh pelatihnya,negative
😂😂😂 gak usah di komentari seluruh rakyat Indonesia sdh tahu apa yg akan terjadi dg sepakbola Indonesia setelah STY di pecat ... Kehancuran demi kehancuran .. ini akibat keangkuhan federasi ... Kalo untuk TIMNAS U-22 ini akibat tim pelatih terlalu percaya diri ... Akibatnya malu yg di dapati 😂😂😂😂,Youtube,tidak usah di komentari seluruh rakyat indonesia sudah tahu apa yang akan terjadi dg sepakbola indonesia setelah sty di pecat kehancuran demi kehancuran ini akibat keangkuhan federasi kalo untuk timnas kamu ini akibat tim pelatih terlalu percaya diri akibatnya malu yang di dapati,negative
Pemain udahh malessss karena pendukung penonton kosong,Youtube,pemain udahh malessss karena pendukung penonton kosong,negative
datang menghancurkan pergi debes vilaiin ðŸ”¥,Tiktok,datang menghancurkan pergi debes vilaiin,negative
Tunggu aja bang hasilnya semisal hasilnya Tidka memuaskan setelah laga Australia dan Bahrain jika laga 2 itu Tidak memuaskan balik kan sty dan wajib tanggungjawab,Youtube,tunggu saja bang hasilnya semisal hasilnya tidka memuaskan setelah laga australia dan bahrain jika laga itu tidak memuaskan balik kan sty dan wajib tanggungjawab,neutral
Biasa nonton timnas era sin balik ke sini jd kaya tarkam .. skrng pindah tontonan ke PERSIB gw ...,Youtube,biasa nonton timnas era sin balik ke sini jd kaya tarkam sekarang pindah tontonan ke persib saya,negative
pelatih sebagus itu di buang karna mafia,Tiktok,pelatih sebagus itu di buang karna mafia,positive
"Terlepas perdebatan pro kontra, semoga Timnas Indonesia Sukses menyelesaikan sisa pertandingan nanti 🇮🇩🇮🇩🇮🇩",Youtube,terlepas perdebatan pro kontra semoga timnas indonesia sukses menyelesaikan sisa pertandingan nanti,positive
"Kemarin selalu bilang, pelatih baru butuh waktu, sekarang langsung validasi, gue udah bilang patrik pecat, eh mana sih pendirian lu? 
 
 Budaya, bahasa, yang sama bukan jaminan koci, lihat saja pemain brazil main di eropa, gak sebahasa gak sama budayanya sukses sukses saja.",Youtube,kemarin selalu bilang pelatih baru butuh waktu sekarang langsung validasi saya sudah bilang patrik pecat eh mana sih pendirian kamu budaya bahasa yang sama bukan jaminan koci lihat saja pemain brazil main di eropa tidak sebahasa tidak sama budayanya sukses sukses saja,positive
"meskipun kalah q g sedih.....
 sepak bola indonesia sudah g sehat lagi.....",Tiktok,meskipun kalah saya g sedih sepak bola indonesia sudah g sehat lagi,negative
