comment,compound,positive,negative,neutral,label
TOHIR PEMBUNUH IMPIAN INDONESIA MASUK PIALA DUNIA,0.25,0.429,0.286,0.286,positive
TIMNAS INDO DENGAN KOMPOSISI NATURALASASI DICIPTAKAN OLEH PSSI DAN DI HANCURKAN OLEH PSSI JUGA HALLO PSSI Salam Kaum Waras,0.6124,0.296,0.161,0.543,positive
Saya curiga pelatih Indra Syafri IS dijadikan tumbal kekalahan TIMNAS PSSI tahu pasti IS tidak memiliki kemampuan latih turnamen SEA GAMES namun dipaksakan untuk tanding demi ambisi PSSI Hadoooh Parah,0.9432,0.478,0.239,0.284,positive
ERIK TOHIR manis awal tapi sebenarnya busuk mengurus BUMN banyak kurupsiskrg di pssi banyak mafia,0.6448,0.481,0.366,0.153,positive
Siapa sebenarnya kini yang bajingan kalau orang esco ada di judol STY pemain orang yang tulus jujur tapi ditnah seenak perutnya ternyata rakyat lebih pinter dan jeli dari pada orang di pssi apalagi esco,0.8402,0.443,0.352,0.205,positive
Gk ada niat indonesia maju dari dulu di buat judi para mafia2 Gus Dur sudah bicara bisa msju kalau PSSI nya benar nah artinya perkataan Gus DUR PSSI nya selama ini tidak becus,0.6808,0.343,0.242,0.415,positive
AmBiSi Januari 2025 berSELIMUTkan AuRa keGELAPan,0.7184,0.5,0.0,0.5,positive
Bodohnya Erick Thohir gampang banget dibodohi di komporin Arya sirulingga buat singkirin STY hasilnya buum Indonesia jadi era kegelapan lagi,0.7184,0.367,0.133,0.5,positive
Yuk rik mundur saja,0.25,0.455,0.364,0.182,positive
Pantas elkan sudah tidak mau lagi bela timnas rupanya elkan sudah tahu bobroknya pederasi sepak bola indonesia yerutama exco arya sanusi erik dan kroco kroconya meteka kambing hitamkan elkan meyebar luaskan bahwa elkan ada masalah sama sty pdahal elkan tdak ada masalah sama sty tapi sudah muak sama exco,0.4588,0.395,0.361,0.244,positive
PSSI pinter tapi pinter bohong,0.7906,0.6,0.3,0.1,positive
Bola hancursmenjak sty pergi melorot dulu disegani asiaskaranghncurr,0.4588,0.4,0.0,0.6,positive
Sty terbaik pssi terbodoh sepanjang masa,0.7906,0.545,0.0,0.455,positive
Betul sudah di katakan katanya pengurus Federasi PSSI tidak punya uang pertanyaannya kenapa pengurus PSSI dan Exconya dari dulu ngak mau di ganti atau mengundurkan padahal tidak ada duitnya federasi PSSI jika Timnas Indonesia gagal seharusnya pengurus dan Exconya di ganti agar lebih baik masak orang Indonesia ini kan rakyatnya banyak 150 juta jiwa masakan semua bodo tidak punya kemampuan mengurus federasi PSSI agar maju Pertanyaan ke 2 mereka yang menjadi pengurus PSSI dan Exconya itu memang bener2 bertujuan membangun dan memajukan Timnas Indonesia agar bisa bersaing di level Asia dan Dunia atau Hannya menjadi pengurus demi Cuan pribadi dan golongan mereka dengan mengabaikan suporter serta harapan Rakyat yang 150 juta jiwa Rakyat Indonesia,0.9928,0.454,0.265,0.281,positive
Indra sudah pelatih masalahkurang cocok menjadi pelatih TIMNAS,0.9584,0.81,0.0,0.19,positive
Pro pak presiden praboea ingat pak itu pak iwan bule dan sty akkan Lebih hancur pssi lihat ajja sty Pasti lebih angkuh dan akan pasang pemain asal2 jadi sangat riskam pilih iwan bule dan Sty padti lebih hancur,0.9682,0.478,0.149,0.373,positive
BIANG KEROK KE GAGALAN TIMNAS YAITU PSSIDI SINIH YG HRUS BERTANGGUNG JAWAB YA ITU ERIK TOHIR SAMA ARYA SINULINGGA,0.4588,0.351,0.297,0.351,positive
STY hilang prestasi hilang,0.8402,0.8,0.0,0.2,positive
Si Tohir tidak muncul konprensi pers Dikala timnas tidak prestasi Malu kali yah Hakan Tah Tohirtimnas jadi stelan pabrik Puas manehkawalat ku coach STY AING PUASTOHIR MENANG KARMA TI STY,0.4084,0.323,0.232,0.445,positive
Selama Erick Thohir ketum PSSI timnas akan hancurrrr piala dunia di depan mata sirnah gara2 ide konyol Erick Thohir ganti pelatih di tengah jalan Hasilnya apa O besar,0.7906,0.375,0.229,0.396,positive
Coach shin pulang dengan kepala tegak dan kehormatan yang tinggi Terimaksih Coach STY atas dedikasi dan jasamu untuk indonesia,0.6124,0.375,0.275,0.35,positive
Podcast ini bener2 ngebantu ngebantu pola pikir netizen indonesia yang suka ceplas ceplos kalau komentar di postingan tentang sepak bola Bak tong kosong nyaring bunyinya Terutama yang bukan bener2 pecinta sepakbola yaaaa Kadang baca komentar suka malu sendiri terutama di postingan mancanegara,0.7184,0.415,0.33,0.255,positive
KAMI TTAP DUKUNG TIMNASTHANKS COACH STYSUDAH MMBUAT SEJARAH BUAT TIMNASKAMI AKAN SLLU MENGHARGAIMU COACH,0.7906,0.368,0.0,0.632,positive
Isi podcas mewakili suara hati Sty membawa kita ke dalam mimpi yang bahkan kita tidak pernah bermimpi tetap dukung timnas,0.7906,0.49,0.314,0.196,positive
Untuk coach shin terimakasih sudah membawa timnas sejauh ini Untuk coach Patrick Kluivert selamat bertugas Kita tetap dukung timnas,0.9818,0.641,0.0,0.359,positive
Tp kmarin anak sty sudah buat story di Ig mengucapkan terimakasih karena mereka masih bnyak dukungan dari masyarakat Indonesia Dan berkat dukungan kita membuat mereka kuat jangan lupa kawan sty adalah yang membuat persebakbolaan Indonesia mjd maju berterimakasih lahh kalian yaa,0.9186,0.44,0.262,0.298,positive
Om ded tolong undang nelayan korban pagar misterius,0.25,0.412,0.294,0.294,positive
Tiada kata lain selain ucapan Terimakasih Coach Shin atas sentuhan emas buat Timnas Indonesia Sehat dan bahagia selalu bersama keluarga,0.9584,0.569,0.235,0.196,positive
Terimakasih STY aku yang GK suka bola saja radak lirik perkembangan sepak bola Tapi lihat timnas seperti ini sudah bangga sekali,0.9001,0.509,0.327,0.164,positive
terimakasih coach STY sudah bersama kami melangkah sampai sejauh ini kamu adalah bagian dari sejarah timnas indonesia kami akan mengingat dan selalu merindukanmu,0.8402,0.395,0.209,0.395,positive
Saya mendoakan yang terbaik buat timnas semoga jauh lebih baik lagi apapun keputusannya tetap support selalu untuk timnas Untuk pak sty terimakasih untuk semua nya Kami bangga memiliki mu dan terimakasih untuk jasamu selama di timnass loveeyooyyy,0.9517,0.459,0.271,0.271,positive
terima kasih LEGENDWarisanmu untuk sepakbola Indonesia sangat besaryg terbaik untukmu di masa depanSTY LEGEND,0.9517,0.615,0.0,0.385,positive
Terlepas dari naturalisasi atau tidak tapi sty sudah membuat sejarah buat indonesia Sangat tidak tepat waktunya untuk mengganti saat ini Terimakasih coach sukses selalu untuk anda dan keluarga Terimakasih banyak,0.8402,0.463,0.338,0.2,positive
sty adalah emosi di film anime blue lock,0.25,0.308,0.231,0.462,positive
Sepakat dengan Bung JEBRET bahwa Coach STY melatih indonesia pakai Perasaannya dan Rasa Cintanya untuk Indonesia Walaupun dapat uang 30M tidak dapat di pungkiri raut wajah beliau SANGAT KECEWA Semoga selalu sehat Coach dan percayalah bahwa rakyat indonesia buanyak yang mencintai anda,0.5766,0.322,0.261,0.417,positive
Smoga timnas DILATIH SIAPA PUN tetep semngatgigih bermain karena CINTA MERAH PUTIHn smakin membaik terus,0.1195,0.378,0.365,0.258,positive
Jngan lihat kesalahnnya lihat perjuangannya,0.8402,0.727,0.0,0.273,positive
thank you coach Shin anda luar biasa bertahan diantara kerasnya ombak di PSSI sudah membangun sepak bola dari akarnya agar bisa tumbuh lebih baik gomawa Coach Shin,0.7184,0.404,0.298,0.298,positive
Kenangan terakhir saya seumur2 taruhan nraktir teman 5 orang lawan saudigood memory dengan coach STY,0.7184,0.417,0.167,0.417,positive
Suka dari menit awal sampai akhir Ga saya skip sedetikpun Dan saya pun setuju sama semua yang dipaparkan kalian bertiga Gue berharap coach shin tetap diam seperti saat ini sih tidak perlu merespon Sperti harapan pak jebret Btw sudah resmi itu om pelatih timnas Silahkan lanjut part 2 om ded Klo bisa formasi sperti ini saja Udh nanggung sependapat dengan kalian bertiga soalnya hahaha,0.9618,0.445,0.306,0.249,positive
coach shin we cinta you ketika di latih coach shin selalu semangat pingin lihat timnas,0.9682,0.667,0.0,0.333,positive
Stelah mendengar podcast ini pikiran saya jadi lebih terbuka Biar bagaimanapun saya mengucapkan sangat berterimakasih kepada sty atas perjuangannya membangun timnas Dinamika dalam sebuah pekerjaan itu memang tidak bisa dihindari,0.9001,0.486,0.306,0.208,positive
Sy sangat berterima ksih pada sty sudah sejauh ini dan saya pecinta bola banget usia saya sudah 50 tahun tapi rasa cinta bola timnas ini yang membuat saya bahagia banget semoga siapapun pelatuhnya semoga bisa lebih baik,0.25,0.402,0.354,0.244,positive
Satunya podcast dari semua podcast yang saya tonton mengenai pemecatan coach sty ini benar dikulik secara detail tertata dan juga positif tanpa menyudutkan satu pihakpun Mantap om Ded,0.25,0.385,0.354,0.262,positive
Aku terharu Sehat2 coach shin we cinta you,0.7906,0.538,0.0,0.462,positive
terima kasih om ini podcast paling fair objectif mencerdaskan buat pikiran keruh jadi bersih karena memberikan paham 2 sudut pandang setiap kalimat2 nya juga berkualitas banget,0.9001,0.489,0.191,0.319,positive
Semoga Indonesia tetap konsisten dengan permainan yang bagus berharap pelatih baru untuk lebih baik,0.9432,0.629,0.171,0.2,positive
Berani dan berguna bagi bangsa indogaskan,0.875,0.692,0.0,0.308,positive
Terima Kasih Seutuhnya Untuk Coach STY yang SDH memberikan Harapan Besar Buat Kami Penggemar Bola di Indonesia Saran Buat Om Ded kalau bisa Hadirkan STY Itu luar biasa,0.8402,0.42,0.22,0.36,positive
undang si towel om ded,0.4588,0.429,0.0,0.571,positive
trimakasih buat coah STYyg sudah berjasa besar dan membawa perubahan trhdap sepak bola kitakhusus nya TIMNAS,0.975,0.667,0.103,0.231,positive
Sumpah iya memang STY ini magnet buat anak2 remaja putri dan ibu ibu jadi mengikuti perkembangan sepakbola,0.9517,0.606,0.091,0.303,positive
Saya sangat terwakili dengan pembicaraan di podcast kali ini terutama dari sudut pandang oki rengga Thank U STY,0.8402,0.457,0.229,0.314,positive
doakan dukung pelatih dan pemain yang sudah ditinjukagar bisa sesuai harapankasihan pemainnya kalau kaya begini,0.7906,0.5,0.35,0.15,positive
STY pelatih yang telah membuat pondasi timnas Indonesia di segani di Asia bahkan Dunia Sosok pelatih sekaligus teman ayah bagi para pemain Timnas Thanks coach,0.875,0.458,0.208,0.333,positive
Terimakasih STY anda sudah membuat kami puas melihat timnas sekarang,0.9432,0.69,0.172,0.138,positive
Supporter dan Fans Fanatik Timnas indonesia ada di belahan Dunia Manapun jadi Wajar Hal ini menjadi sangat Viral karena Prestasi STY di Timnas Terlihat nyata,0.9723,0.575,0.085,0.34,positive
Terimakasih sty sudah membuat penggemar timnas bermimpi kpiala dunia Ini adalah perjudian ET bisa berhasil bisa gagal Kita nonton saja Hanya bisa berdoa dan suport,0.875,0.442,0.25,0.308,positive
Kita warga negara INDONESIAharus tetap dukung TIMNAS siapapun pelatihnyasiapapun pemainyaagar TIMNAS kita JD lebih baikdan tidak lepas kita juga harus berterimakasih kepada STY yang sudah jauh membawa TIMNAS kita JD lebih baikayo penggemar TUMNAS sudahi perdebatan ini ayo kita fokus dukung TIMNAS ayo bersatubeda pendapat itu biasatapi kita satu INDINESIA,0.7184,0.377,0.311,0.311,positive
terimakasih sty welcome patrike klivert idolaku Semoga indonet bisa menjadi yang terbaik Saat ini Indonesia dilema oleh ekonomi lemah hanya sepakbola harapan kami berbahagia dan besatu,0.9517,0.467,0.233,0.3,positive
Meskipun Shin Taeyong belum berhasil membawa trofi untuk Indonesia kontribusinya dalam meningkatkan kualitas permainan dan mentalitas tim patut diapresiasi Dalam perjalanan Timnas Indonesia bersama STY kita belajar bahwa kerja keras disiplin dan keberanian untuk bermimpi adalah kunci menuju perubahan Terima Kasih Shin Taeyong,0.9899,0.556,0.144,0.3,positive
Terimakasih coach Sty,0.7906,0.75,0.0,0.25,positive
Selagi baik untuk timnas kita dkung,0.25,0.364,0.273,0.364,positive
Bung jebret seram banget euy dari komentar nya terlihat dia selain berwawasan luas tapi juga punya Chanel atau Link orang kuat didalamnya asbroy pokoknya Lanjutkannn Siapapun pelatihnya siapapun pemainnya selama dia mau total buat bela dan majuin Timnas Indonesia maka wajib kita dukung,0.25,0.325,0.3,0.375,positive
Muga yang terbaik ajalah buat timnas indonesia ini dan buat sty suksess terus dan kita warga indonesia terima kasih kasih banyak atas ke indahan yang sudah di buat di timnas kita ini sukses terus sty,0.9186,0.458,0.236,0.306,positive
thanx buat coach STY sudah mmbawa timnas ke titik yang sekarangjasamu sangat besar buat perkmbngan timnas tapi saya tetap dukung timnas siapapun pelatihnyafederasi sudah mmutuskan dalam hal ini pak erik tohirbeliau lbih paham daripada kitaapapun itu pasti sudah dipertimbngkan demi kemajuan timnassemoga timnas makin maju dengan pelatihnya yang baru,0.9517,0.437,0.262,0.301,positive
Saya suka STYsy sangat apresiasi STY Tapi saya sangat mendukung keputusan PSSI Itu pasti yang terbaik bagi Timnas Sy berpikirjgn mengganti pemain disaat timnas lagi hancurtapi disaat ada mimpi yang lebih besar dan PSSI melihat ada peluang dan resikopastilah keputusan ini yang terbaiksy tetap yakin itu yang terbaik buat kondisi saat ini,0.9834,0.517,0.317,0.166,positive
Thanks STY Welcome PK kita dukung apapun keputusan federasi untuk kebaikan timnas Indonesia,0.9849,0.8,0.0,0.2,positive
buat STY semangat terus semoga karir nya makin sukses kedepan nya kami tidak akan lupa jasamu buat TIMNAS harus semakin semangatentah siapapun pelatih nyapasti semua nya doa kan yang terbaik buat bangsa kita ini,0.9186,0.481,0.278,0.241,positive
Semoga Timnas Lolos piala Dunia Doa Terbaik Buat Timnas,0.875,0.625,0.208,0.167,positive
Terima kasih STY Welcome Patrick kluivert fullsuportTIMNAS,0.9001,0.733,0.0,0.267,positive
STY menghadirkan cinta dan progress yang sudah maksimal sesuai kemampuannya Tapi Pak Erick pakai perhitungan logis Maunya kita menang,0.9501,0.556,0.187,0.257,positive
bukan pendukung sty tapi dukung timnas Goodluck pelatih baru terima kasih STY,0.9517,0.667,0.133,0.2,positive
Trimakasih mewakili suara para pcnta sty dan progres timnas,0.7906,0.55,0.2,0.25,positive
Dari STY aku jadi senyum dan semangat lihat bola yang tadinya tidak pernah ngelirik sama sekali,0.25,0.467,0.4,0.133,positive
Orang yang tidak suka nonton bola manapun sekalinya nonton cuma TIMNAS INDONESIA Terimakasih STY Sudah buat timnas garuda kita terbang tinggi semoga pergantian kepala cabang ini bisa buat timnas garuda bisa makin tinggi lagi terbangnya Salam hormat STY Semangat Berjuang Timnas Semangat mendukung NETIJEN 62,0.9584,0.433,0.222,0.344,positive
Jadi pendukung Timnas Apapun keputusan PSSI Kita hargai Terima kasih berlimpah untuk coach shin atas fondasi timnas yang sudah bagussemoga pelatih barusiapapun itulebih baik dan bisa melanjutkan program pelatih shin,0.9799,0.582,0.164,0.254,positive
Terima kasih coach STY buat timnas indonesia jadi enak untuk di tontonsukses selalu buat coach STY,0.9517,0.643,0.0,0.357,positive
siapapun pelatih nya selama Bendera Indonesia berkibar iya kita dukung,0.7184,0.45,0.2,0.35,positive
Dgr sty out saya serasa ada sesuatu di htibgw yang bkin saya jengkel Tp di satu sisi timnas tetap utama Semoga ini pilihan terbaik,0.7906,0.424,0.322,0.254,positive
Seharusnya MMG bgitu Meminta coach STY melatih dan dikontrak sampai 2027 iya lihatlah sampai selesai terlepas berhasil atau gagal dikualifikasi Hargai kontrak dan perlakuan sty dengan baik Ini harga diri bangsamemperlakukan sty seperti itu rasanya menggunting dalam lipatan,0.6124,0.37,0.301,0.329,positive
Undang Jeje dong om,0.4588,0.5,0.0,0.5,positive
STY pergi hampir sama seperti ketika ronaldo keluar dari stadion kiev Mereka pergi bukan karena memberi lukatapi mereka pergi karena telah memberi kita bahagia Sangking bahagianyakita sempat beberapa saat menyesali kepergiannya,0.25,0.391,0.344,0.266,positive
Good luck new coach Tetap semangat dukung terus timnas,0.9818,0.862,0.0,0.138,positive
Bagaimanapun tidak bisa dibantah kalau STY sangat berjasa dn mengukir sejarah sepakbola Indonesia,0.25,0.346,0.308,0.346,positive
Suka dengan pembahasan ini,0.7184,0.75,0.0,0.25,positive
Semoga kita selalu sehat dan banyak rezeki nya,0.9325,0.722,0.0,0.278,positive
Realistis sja SBG suporter yang dewasa menghargai semua keputusan PSSI tetap dukung timnas agar LBH baik lagi,0.9186,0.556,0.333,0.111,positive
Tenang sabar STY biar di buktikan lihat saja nanti di tangani PK,0.9186,0.581,0.226,0.194,positive
Terlepas dari semuanyatetap semangat coach STY Timnas Indonesia tetap menang,0.6124,0.483,0.345,0.172,positive
Berkat sty Indonesia punya sejarah baru di sepak bola Berkembang dan makin maju berkat sty,0.7184,0.44,0.16,0.4,positive
Terima kasih STY yang sudah memberikan pengalaman terbaiknya,0.7184,0.591,0.273,0.136,positive
Thanks STY untuk jasa mu saya rasa ET bukan orang kemarin sore Klo masalah pergantian ada ini itu sah2 saja Berpikir positif ajaAllah memberikan sesuatu terkadang sangat tidak sesuai dengan keinginan tapi itu yang terbaik bagi kita Klo bicara jujur iya STY sudah sangat kena di hati kita Tp kalau secara pribadi dari pertandingan2 kemarin ada sdikit hal konyol sih dari keputusan STY Tp untuk kepribadian STY sangat2 luar biasa,0.926,0.414,0.351,0.234,positive
Coba om budgetin STY masuk podcast langsung pecah ini channel,0.4588,0.389,0.222,0.389,positive
SIAPAPUN COACH NYA DEMI KEBAIKAN TIMNAS GUA DUKUNGGG ASAAALL KEJALAN POSITIF NEGATIF YA GOODBYE,0.8402,0.469,0.25,0.281,positive
Terimakasih sty bagus luck Kluivert kita semua kecewa tapi kita harus move on ayo dukung timnas dan Kluivert,0.9432,0.533,0.222,0.244,positive
Saya tetap dukung timnas Indonesia siapa pun pelatihnya Dukung terus Erick Tohir apapun keputusan yang diambil pastilah untuk kebaikan timnas Indonesia Spt pak Erick bilang timnas bukan proyek individu bukan milik STY bukan milik ET bukan milik PSSI tapi milik bangsa Indonesia Pelatih bisa berganti timnas selalu dihati,0.875,0.416,0.297,0.287,positive
Tq STYsiapapun Pelatihnya mau menang apa kalah tetap support TIMNASdoa yang terbaik buat kalian para pejuang tanah airsemangattt,0.9719,0.621,0.259,0.121,positive
mau gimanapun dapurnya tidak mau banyak komplen ditengahtengah perjuangan timnas saya bakal terus dukung siapapun yang ada didalamnya,0.9001,0.5,0.308,0.192,positive
Ngomong langsung sama ET dan arya donk om Ded hahahahhahah,0.8402,0.5,0.0,0.5,positive
Saya hanya tukang mancing yang demi timnas libur mancing Cuma mau bilang terima kasih STY Keep strong pak erik Kompak selalu timnas Timnas menang buat lupa masalah rumah tangga Happy saja sudah,0.9231,0.518,0.364,0.118,positive
Om Ded Undang Heriss Skuyy om The King OmeTV,0.4588,0.273,0.0,0.727,positive
KITA SEBAGAI WARGA NEGARA INDONESIA HARUS SALING DUKUNG DEMI KEMAJUAN TIMNAS INDONESIA UNTUK BISA MASUK SEJARAH KE PILDUN 2026 KITA SEBAGAI SUPORTER CUMA BISA DUKUNG DAN MENDOAKAN TIMNAS INDONESIA YANG TERBAIK MAU PELATIH SIAPAPUN ITU JIKA HASILNYA TIDAK SESUAI KEINGINAN KITA MAU BAGAI MANA LAGI UDAH SIH BRO DUKUNG SAJA BRAVO TIMNAS INDONESIA,0.0688,0.374,0.379,0.247,positive
Sty tetap the best,0.8481,0.804,0.0,0.196,positive
Pelatih pengurus pemain bisa datang dan pergi kapan saja tapi timnas harus tetap ada dan terus maju Dinamika akan selalu ada profesional dan kontra pasti terjadi Tetapi mesti berpikir positif tentang pergantian pelatih kali ini PSSI pasti punya alasan kuat melakukan ini seperti kata pak ET bahwa STY sudah berjasa untuk timnas jadi tidak perlu semua alasan harus diungkapkan yang mungkin akan menyakiti hati STY Selamat jalan STY dan selamat datang PK maju terus timnas Garuda,0.975,0.46,0.328,0.212,positive
Apapun yang sudah diputuskan dan diharapkan semoga Indonesia selalu Merdeka jaya sejaya jaya nya INDONESIA MERDEKA,0.8402,0.438,0.188,0.375,positive
